,review
56235,0.0354581
9144,0.5444358
143254,0.10624853
14400,0.8573566
75907,0.99711925
155316,0.43649152
125390,0.9545983
56792,0.7898195
18164,0.95769083
107389,0.1642138
83927,0.9626175
105651,0.99761474
32481,0.78712976
140412,0.98219436
55836,0.9842758
144134,0.24668685
3739,0.09429022
133539,0.7521196
87603,0.94849056
77346,0.003039586
133838,0.9627769
121382,0.28113276
69744,0.5574723
78029,0.9480955
6843,0.92666984
94354,0.5472135
21278,0.93159086
21911,0.034340303
55962,0.7987794
121941,0.6902621
55965,0.9980938
7946,0.7436217
63054,0.9620762
55693,0.99003935
32455,0.6732757
30024,0.009155255
72024,0.51778096
77261,0.9788727
2894,0.9195541
142951,0.9884599
45216,0.8291393
57134,0.7570818
128365,0.47028095
79762,0.9586136
100505,0.7721061
18863,0.32300928
98627,0.100859016
86278,0.0058844956
22288,0.10015696
18910,0.64815533
6737,0.26950338
73598,0.27437755
93843,0.21309435
121803,0.09634335
21393,0.99149114
32357,0.4627201
75921,0.5021585
30162,0.91339946
147210,0.8447925
57099,0.87211597
121417,0.9740468
138193,0.60351783
63320,0.9546701
11150,0.15641694
29983,0.97367173
103024,0.30087546
158030,0.96562266
10912,0.88866544
101514,0.77775425
70121,0.97002864
133595,0.87666035
155424,0.7749103
101928,0.46098202
115282,0.86850953
79347,0.99205565
34272,0.96567804
661,0.9811996
105588,0.94632226
54123,0.56502134
12433,0.27618828
151408,0.8961435
107062,0.947578
124208,0.45665622
11498,0.9943185
107691,0.7521962
34378,0.8822699
104437,0.85470724
158439,0.9607555
60456,0.9744054
115503,0.9761502
121057,0.9360093
65387,0.9726056
122087,0.857227
43669,0.42270726
25925,0.9215802
122216,0.9292731
145650,0.8079466
104497,0.3415653
140427,0.30698827
20097,0.7200092
75091,0.3859024
144041,0.6941948
36887,0.097849905
54941,0.098585285
123159,0.03717432
38160,0.86388844
91545,0.47319132
67896,0.994979
19602,0.9868102
106385,0.022832414
143010,0.67786837
44490,0.6930319
69601,0.00849311
69365,0.9234577
63652,0.24105555
62862,0.41040662
112404,0.940037
26978,0.19454136
105136,0.1322047
46308,0.77526325
8341,0.39239857
130671,0.9823652
12196,0.9681316
24199,0.92339873
116939,0.9927855
147241,0.81763357
102514,0.7154391
88787,0.007341544
123438,0.95053464
93552,0.7235121
29249,0.9944677
126437,0.63330114
98425,0.69690746
80839,0.9891006
84566,0.6716241
127719,0.0060764565
93758,0.20239672
119340,0.9125611
130225,0.96347415
40387,0.3729767
146756,0.9668651
56901,0.952201
106384,0.87218773
103749,0.9855498
66386,0.6399218
110763,0.86792505
106377,0.9924206
145062,0.93506783
148925,0.9889593
6037,0.94667685
10428,0.38174045
33586,0.6938866
83888,0.5774542
126007,0.7452973
54580,0.9553552
78734,0.9862986
11346,0.7370573
145226,0.62459946
95904,0.6716102
120672,0.88761437
65113,0.4600594
154205,0.6178978
29745,0.95469713
8411,0.94551426
147885,0.016863815
60020,0.051507883
37004,0.051454518
66700,0.92125636
88518,0.09905171
112991,0.04362591
13977,0.5858546
139616,0.097804755
28106,0.9221756
87906,0.18872285
129795,0.97259307
82383,0.9018762
108782,0.3016094
91805,0.19635087
151713,0.23875788
49822,0.4176501
156034,0.32062796
65114,0.98684305
33520,0.888784
19418,0.952073
20559,0.298041
102765,0.034049504
59131,0.9980996
118589,0.67234063
108468,0.9341695
147181,0.089161426
86871,0.044441506
86121,0.12949683
82528,0.1789926
58850,0.8412499
142241,0.3404835
65195,0.95577717
2941,0.4609155
42313,0.050697885
57427,0.036762994
119605,0.025307722
94273,0.13665414
62141,0.30091935
143867,0.07717276
156561,0.6218733
8456,0.060474504
66204,0.5424255
155140,0.6939778
118361,0.9584275
107715,0.013210739
65735,0.014899888
14625,0.27302885
36180,0.84867066
98509,0.95945
145798,0.84146297
114566,0.75402933
14347,0.36388165
5790,0.80906856
93203,0.97951335
130611,0.8225626
74984,0.062959515
29685,0.6228882
157088,0.0025887918
62077,0.32510355
82313,0.43201995
85679,0.029590894
159048,0.919271
159034,0.5052854
107699,0.9656573
99672,0.41985577
53717,0.341795
147072,0.7846463
52554,0.06707643
112293,0.9748682
104278,0.981373
89799,0.5999691
14134,0.9404917
126918,0.044601843
105006,0.22333883
10063,0.9291153
15987,0.0013886436
45830,0.506788
66304,0.013436552
33189,0.7204908
121116,0.5977578
50583,0.78977907
154858,0.9728265
119494,0.7656326
9019,0.52806467
128601,0.954681
10814,0.76631176
99335,0.8718495
125106,0.9960982
82861,0.10922024
1535,0.9847535
155776,0.96723425
155761,0.87405086
77019,0.9788734
100228,0.8825985
144369,0.12726665
126955,0.83377445
40689,0.5237879
98750,0.44647154
160270,0.73710424
50018,0.9889182
142450,0.9786534
124336,0.90729445
5073,0.9881193
23690,0.50440156
3093,0.90624076
141096,0.8698521
29760,0.9792371
11864,0.6648643
154406,0.9122018
28471,0.18225667
85709,0.99742085
43727,0.91281295
120728,0.26196918
18515,0.7282593
157093,0.60983664
58643,0.70956635
83852,0.99589247
49050,0.95482755
71816,0.9910937
16919,0.79556763
153845,0.97160447
41117,0.6736616
134248,0.7645864
7072,0.22926812
69502,0.97031444
112840,0.05238321
98831,0.79647386
139411,0.9975486
117255,0.47107998
29312,0.9928172
146244,0.33074486
103548,0.9971934
99064,0.9395831
15257,0.96352446
115428,0.97586757
77969,0.5953442
47528,0.93547755
60296,0.9442749
62037,0.910099
134350,0.83317316
77906,0.7757337
32023,0.7207686
151492,0.85246235
109208,0.9542007
119693,0.89358556
60177,0.9820072
141244,0.9856382
113596,0.98017263
88803,0.991756
127584,0.96036154
87345,0.9528446
58031,0.8125518
76806,0.10143623
75241,0.98631763
140754,0.9822907
152888,0.98970664
107598,0.3837309
98082,0.97667277
48398,0.96154964
8117,0.9624598
81478,0.9511258
47684,0.6420613
22985,0.15695997
26164,0.99299055
105863,0.9175112
149979,0.94245934
64854,0.9776225
46354,0.5959279
144757,0.7435878
13196,0.9801004
61601,0.7729562
85160,0.68524736
69887,0.8195896
85266,0.98434454
8870,0.9833904
157545,0.9152529
47408,0.9866914
15857,0.67194134
68096,0.8486921
137325,0.99300086
58176,0.91125107
57629,0.9638449
126927,0.74955434
42896,0.3305315
83041,0.47671893
77234,0.9955005
63692,0.9866581
93474,0.94988626
51714,0.9924202
85763,0.9484925
58243,0.20401232
146907,0.9904697
61216,0.85345304
64591,0.22956328
19166,0.9849028
145999,0.93113667
82059,0.64409655
91831,0.9904291
106009,0.94136155
16358,0.98905677
31762,0.9222357
149285,0.98809123
19019,0.9923853
87838,0.6812876
136642,0.98670256
51198,0.99258745
92194,0.9304302
93017,0.67809683
7749,0.9835982
62347,0.9934184
45835,0.89410645
53101,0.06483198
39985,0.029986076
155963,0.3397391
4575,0.52717
25819,0.41577697
64357,0.25169778
66625,0.9566019
99675,0.10266147
52140,0.55589366
49403,0.486203
53686,0.9305076
127569,0.16784658
73297,0.26903802
139345,0.5167434
46899,0.28703114
98460,0.95729107
61625,0.8338654
98001,0.6460116
61549,0.98884714
73661,0.8327035
27573,0.9069227
5531,0.9617454
14780,0.28175014
23999,0.11531017
151984,0.93072814
14361,0.04227702
147640,0.9855457
55617,0.7712045
89750,0.964977
130834,0.637541
62371,0.3167052
53896,0.19538535
137344,0.9753193
154113,0.92609656
96432,0.49349535
44013,0.98836994
137484,0.9425702
82850,0.8066845
160585,0.2552212
71197,0.827671
40520,0.95200783
50411,0.9055473
14565,0.50164306
1599,0.6252993
26521,0.63487923
140404,0.38655627
73930,0.39043224
117236,0.39746884
97255,0.31140628
151717,0.81969285
104412,0.7391367
67497,0.8241473
29201,0.7264673
148787,0.991474
102777,0.9431414
104075,0.3317414
24203,0.5030773
25446,0.97813725
100180,0.9527539
77874,0.93939376
3838,0.10755657
20335,0.91965055
73017,0.68330425
67498,0.018318307
146299,0.9966724
37396,0.071503185
56482,0.40766394
12989,0.37869826
59343,0.90357125
11184,0.11290881
148403,0.51258254
137330,0.2922003
144232,0.06422347
108960,0.2170079
36713,0.8352575
133308,0.73730576
19634,0.98640597
93950,0.51317525
138155,0.9035627
145792,0.6197402
149495,0.9789728
114975,0.9161663
136402,0.96109825
8556,0.7307272
102538,0.9810539
124068,0.93442583
26747,0.9264691
8919,0.99184805
34232,0.90420234
39841,0.8318096
136623,0.8285111
49850,0.34004974
39583,0.6008199
4501,0.4860947
85354,0.16376632
131498,0.84057885
63183,0.43200973
137031,0.9474058
59388,0.39545968
5940,0.929739
78380,0.14862087
74757,0.3762049
36751,0.70868105
51635,0.51865655
76367,0.9438704
146303,0.86919284
43065,0.041121934
107460,0.027604807
36749,0.7041198
83899,0.9678802
74863,0.27951428
42928,0.11216091
24292,0.89271355
110405,0.9334223
13357,0.87573797
78665,0.17653443
42654,0.9529876
58395,0.5159991
154363,0.9393298
91111,0.8367305
37215,0.9774829
84471,0.7370276
113532,0.80721885
116117,0.7916266
74210,0.97564775
111380,0.6693601
96227,0.80373657
82376,0.99082184
46020,0.9185304
31267,0.82377845
75212,0.9691193
152491,0.96773267
145988,0.38880777
35617,0.90912205
119898,0.2095851
19912,0.8200223
101300,0.8220905
19593,0.023937525
150325,0.9671974
156568,0.7459942
97948,0.84717894
40111,0.8642153
62694,0.19026795
40373,0.7078886
141,0.9764882
91812,0.69500595
18945,0.20289505
143725,0.97755396
106933,0.9864488
87344,0.9888587
139242,0.99174726
89776,0.62827474
25162,0.536018
3771,0.9612101
42507,0.019079747
67041,0.36106053
30978,0.75325453
25345,0.99437183
108312,0.9423484
25427,0.5776494
159516,0.078430414
66957,0.6476302
58152,0.7024545
133583,0.73273164
148951,0.6248463
106431,0.79374146
115746,0.7897466
154359,0.97690254
145349,0.9984766
46128,0.42668667
123915,0.9905755
52038,0.42775938
151942,0.9807006
94546,0.34898335
54294,0.008858999
62054,0.62030953
114351,0.6295693
12928,0.58401483
128830,0.8285686
2264,0.2968612
115267,0.8763826
121972,0.28025755
143949,0.8872527
36204,0.109034374
147491,0.574459
62259,0.9510486
157061,0.87559944
1258,0.7774867
21469,0.9354452
123992,0.5021457
5566,0.27312043
9199,0.97973025
145176,0.90530443
98474,0.39417377
35036,0.9298481
96277,0.49652117
1845,0.44998696
61056,0.89264184
141909,0.3161632
60242,0.057926375
130813,0.015795803
57054,0.41475013
144767,0.20012668
105751,0.97967935
37901,0.9384628
25623,0.95228106
8475,0.83560824
65116,0.86997074
54796,0.9592156
68778,0.83327436
155194,0.7166697
60862,0.8466423
41245,0.9878183
155434,0.042187385
9851,0.9913276
134215,0.9750719
78174,0.3490362
8674,0.8899047
97270,0.39638337
105791,0.18569447
113667,0.06918133
123389,0.9858403
123010,0.02560991
110868,0.04889019
110980,0.51441807
22425,0.16301386
23120,0.98178107
90659,0.98855495
27685,0.983864
15353,0.12116771
37813,0.10937299
105379,0.86757284
55332,0.47093698
37821,0.1826518
79375,0.98559123
131015,0.42980206
85995,0.08571382
82526,0.7994207
134068,0.8727009
16049,0.60075474
89759,0.95416975
94138,0.29600623
91401,0.40136492
40862,0.81772715
72568,0.9896736
48912,0.9061684
41407,0.48322624
139598,0.85441977
94272,0.9600248
139619,0.9949698
118722,0.845049
286,0.97023016
62554,0.8933481
84386,0.97384256
26969,0.96045667
153346,0.9313328
67776,0.22299396
70577,0.9478832
79969,0.75385034
112306,0.69591117
118192,0.7760423
34488,0.9937388
128571,0.9844643
113698,0.43033576
31462,0.481627
65341,0.7775753
46989,0.4715929
14833,0.7010997
89134,0.8849489
140721,0.25963104
51861,0.8220852
55012,0.78624463
126492,0.6840059
65184,0.24938887
114421,0.3673963
23174,0.6029304
21256,0.34518158
55875,0.9834638
814,0.039456557
626,0.87163013
30253,0.030745707
57444,0.5887844
52820,0.046174973
602,0.6159824
9590,0.6123446
154227,0.91419
150636,0.28857496
92705,0.3561643
22307,0.40629888
136782,0.8231728
16650,0.97990113
77677,0.9932617
151759,0.98607767
27391,0.927122
34403,0.4136109
128129,0.73847973
58763,0.9984381
127784,0.19740815
101050,0.9423709
102318,0.23937623
159269,0.95272833
66472,0.27776095
125273,0.5231639
32387,0.15541512
138220,0.9290557
91680,0.27131578
160244,0.99274796
15508,0.95359033
73664,0.72827417
150345,0.7082053
132048,0.99002695
18801,0.9853042
93150,0.9887523
79154,0.32319027
112162,0.99114245
119282,0.22541702
118794,0.9070434
120490,0.97307235
91579,0.48343512
130178,0.63101065
22863,0.9157465
146110,0.9587023
115163,0.9776124
14036,0.1169596
34729,0.47755814
79936,0.97829556
78984,0.96772575
22910,0.90344554
26092,0.18359257
105845,0.98190606
30338,0.75165546
11733,0.89928126
135465,0.434171
90194,0.7390819
157606,0.20210102
102381,0.013152904
113875,0.48068255
3006,0.5067516
94020,0.82718813
153629,0.010198719
58988,0.98195785
15281,0.9859141
87182,0.826126
29682,0.30504397
153645,0.45748752
144172,0.9345344
55736,0.64369404
8626,0.2948543
52586,0.47503325
98177,0.4395899
79944,0.9135098
79415,0.71197474
97146,0.21226795
28633,0.853044
94522,0.57149845
99327,0.07320226
33754,0.8924936
1817,0.9191728
82010,0.46649995
144424,0.17436412
129123,0.8425102
108232,0.984559
140075,0.7061712
155946,0.9228296
61373,0.9786056
26960,0.9112489
40799,0.9514457
51857,0.24217068
7213,0.59394413
62217,0.82925826
161200,0.98665124
102925,0.65781957
155959,0.9304468
109469,0.9956625
128208,0.97001237
16562,0.97065747
62856,0.2007511
59697,0.85143435
110912,0.9959302
139842,0.9829434
105738,0.9754206
117411,0.9869563
141028,0.9778621
29224,0.020273529
149081,0.9977069
132690,0.9672822
68074,0.53889686
24826,0.9297345
61494,0.8371899
142386,0.64746875
156330,0.54833734
12672,0.8965678
23974,0.66320014
43673,0.8875191
73337,0.9768398
119250,0.985107
127559,0.7212127
32970,0.64759177
150175,0.33026013
1481,0.2889645
65145,0.6622327
66562,0.8850262
72682,0.71751547
107707,0.62968135
123695,0.94843525
64296,0.90967065
19273,0.41818142
89644,0.84261113
150906,0.53700066
14210,0.091793366
85990,0.16190755
139927,0.81633097
142636,0.96751064
76915,0.8030134
61626,0.92901677
335,0.8740558
80871,0.1749021
148724,0.9807778
11713,0.76386684
31593,0.68299663
1362,0.47637096
81846,0.8189825
134074,0.99323684
34028,0.8315486
16034,0.798211
128574,0.8766793
100150,0.98922217
51267,0.2564057
82290,0.5440086
47303,0.53287214
121402,0.98087204
138838,0.021572696
132421,0.8934179
121394,0.98281074
113796,0.9315754
93815,0.95238376
84868,0.94659495
109252,0.9835866
84684,0.8090123
90823,0.9773202
143087,0.9769416
47440,0.088660516
28731,0.99136424
48713,0.9700176
15027,0.3003027
36312,0.57192904
98836,0.99548185
101311,0.3511934
52577,0.9673393
151445,0.36172232
6733,0.00378576
1275,0.82346374
16135,0.545343
130920,0.891644
59745,0.9038255
137617,0.47991735
52356,0.9671467
144160,0.98640275
138598,0.9339184
122108,0.5703638
148263,0.5859115
52946,0.7409733
66674,0.8343102
17577,0.2564057
2650,0.335583
11302,0.56461203
12990,0.0050147153
134266,0.5982773
27384,0.9818052
30610,0.42722592
86300,0.99006313
9550,0.60033035
107845,0.15950304
46481,0.988285
148064,0.9745156
102317,0.725667
77080,0.949724
120143,0.52257186
35513,0.9686746
129777,0.8912122
154455,0.44768423
1669,0.95006335
68312,0.9243347
93782,0.958104
64896,0.9817568
68557,0.6659059
39269,0.4110753
62692,0.98988134
158962,0.9924372
105721,0.9909918
153901,0.9815664
147251,0.98313785
124495,0.97954506
144819,0.7307213
33277,0.53675646
148266,0.7152265
98918,0.4667097
117401,0.1754404
70795,0.8091909
42055,0.4271268
11277,0.5256159
74473,0.4271268
53247,0.61932343
60729,0.47499394
54216,0.95147365
66469,0.9141886
147004,0.7935415
87006,0.9297345
153175,0.90534025
53479,0.15851305
49913,0.4286135
116152,0.5439053
82411,0.6089401
111053,0.09784751
113696,0.9622404
147730,0.9928579
149943,0.6632392
88794,0.37388536
141420,0.59236443
117326,0.76921475
143383,0.49357063
57260,0.74032956
149122,0.56956995
29686,0.95733553
5651,0.6672114
80418,0.9083343
113187,0.9820504
116801,0.824486
15062,0.9850786
112223,0.573625
54361,0.21714191
28604,0.34660983
71194,0.964873
67428,0.943528
30802,0.83224136
140562,0.99318385
116658,0.87014395
21400,0.1071968
101349,0.52149224
142101,0.8371379
34773,0.2933047
135251,0.6849243
131039,0.22438934
130313,0.39853367
35485,0.98349893
137528,0.99381757
99371,0.99460477
159162,0.98139435
103564,0.8599494
81557,0.8786327
5519,0.016431052
103657,0.939316
12736,0.9166542
100545,0.09888384
38790,0.054182686
20275,0.5179282
105283,0.030091833
98111,0.99362975
42086,0.93377304
150172,0.96383005
126021,0.58612037
137476,0.42697707
31185,0.9262883
47480,0.4294688
71380,0.9790165
105390,0.71158105
108505,0.537207
1768,0.8026804
130759,0.9616867
57886,0.21428366
45934,0.9418386
106884,0.74146175
147927,0.9939095
79016,0.7244934
62196,0.6232119
303,0.5668123
123574,0.22554249
40837,0.5915331
71457,0.95842916
34561,0.37341365
141448,0.049584407
38228,0.9504277
114391,0.58301497
74091,0.46650368
57137,0.98623735
140109,0.10373622
46767,0.016414477
130415,0.88057965
89789,0.91262037
158602,0.9755873
122984,0.778814
32459,0.9515759
98923,0.7444035
36876,0.20971976
18481,0.79393345
18171,0.06599288
58730,0.42485
71700,0.7204273
35732,0.5706671
27008,0.79687464
77158,0.52990794
50403,0.29959294
130596,0.9860015
38335,0.19155312
115069,0.97794497
46679,0.94300354
122081,0.75990665
107565,0.95486856
77836,0.26648745
160599,0.8458847
153039,0.9853177
51775,0.07677749
113334,0.9637442
53693,0.47537076
151740,0.6147897
117268,0.508861
89680,0.91024524
102695,0.72240764
155894,0.99542964
75486,0.98416746
148413,0.9920225
73431,0.89991224
47632,0.059140537
64697,0.83811456
120249,0.022402773
60226,0.8197804
63116,0.99469507
89452,0.9980957
128919,0.056853697
38069,0.6854914
94396,0.35029665
70560,0.9516128
31020,0.88702
85388,0.9660289
103456,0.97902805
45986,0.7520013
43220,0.9821786
31512,0.94901854
96893,0.07934767
119906,0.9707545
10337,0.35312328
13866,0.9963586
89567,0.9820958
103785,0.96926075
6025,0.9480651
129565,0.98785764
41806,0.93347377
113370,0.57224256
131812,0.57397324
32396,0.40376988
97061,0.6574654
113552,0.19790149
17980,0.95978445
148012,0.27120015
113801,0.016149146
144855,0.831453
75043,0.97200334
139799,0.73095876
90362,0.57988673
90786,0.64806193
37299,0.43495244
135097,0.99033517
9054,0.96395963
78222,0.9954113
79122,0.33299384
131736,0.9311252
152489,0.95636785
131392,0.8198782
80796,0.9808202
20441,0.95384836
13168,0.9290266
8244,0.82843846
26438,0.98080844
157712,0.83079505
48903,0.7874925
25053,0.7240239
93155,0.7507207
41730,0.8790511
104513,0.44164535
74897,0.79425395
73421,0.9074558
5183,0.44008717
114294,0.028574115
143723,0.6337182
8931,0.042538427
111829,0.9297345
112930,0.056073915
43640,0.9586808
53070,0.005314642
61877,0.8823035
47774,0.9763257
108330,0.021219822
50251,0.7431923
131259,0.11382353
107162,0.87552
157896,0.016856108
33631,0.13608481
102544,0.97787863
103712,0.6736972
119005,0.35487825
156850,0.9180779
156682,0.0038057577
125848,0.18574682
127244,0.32321838
91223,0.19771013
25898,0.18066424
124945,0.25035566
154157,0.5746177
100462,0.80311686
136186,0.60076106
28612,0.8367656
45793,0.8775685
59528,0.6861843
25589,0.86701244
45264,0.43727833
138474,0.014268414
68051,0.041808665
129132,0.9211778
100203,0.99691033
103968,0.8225487
10439,0.28655928
77374,0.88688177
158901,0.9732922
85983,0.61301637
112495,0.7656784
87139,0.72363067
64973,0.09481762
156783,0.8211416
30922,0.72178096
134052,0.8728521
38193,0.843673
24712,0.9942912
16897,0.11401667
46580,0.6542038
49713,0.48041722
57670,0.36996272
15149,0.21797185
41237,0.2921951
80211,0.67203116
24383,0.08768039
72139,0.4587197
5853,0.25957727
134594,0.13619494
138967,0.9589336
23672,0.9412906
